State_Name,District_Name,latitude,longitude
Madhya Pradesh,REWA,24.7560846,81.3810574
Madhya Pradesh,SAGAR,23.8083076,78.758254
Madhya Pradesh,SATNA,24.6954445,80.7770348
Madhya Pradesh,SEHORE,23.1150041,77.0665356
Madhya Pradesh,SEONI,22.2748109,79.7202522
Madhya Pradesh,SHAHDOL,23.3002343,81.364771
Madhya Pradesh,SHAJAPUR,23.4171001,76.6074794
Madhya Pradesh,SHEOPUR,25.7499266,76.9212945
Madhya Pradesh,SHIVPURI,25.3741215,77.8278866
Madhya Pradesh,SIDHI,24.2112687,81.7000415
Madhya Pradesh,SINGRAULI,24.2431343,82.3827672
Madhya Pradesh,TIKAMGARH,24.8552105,79.0472546
Madhya Pradesh,UJJAIN,23.1885131,75.7716562
Madhya Pradesh,UMARIA,23.6431837,80.9419078
Madhya Pradesh,VIDISHA,23.8463003,77.8370209
Maharashtra,AHMEDNAGAR,19.1627725,74.8580243
Maharashtra,AKOLA,20.7618122,77.1921157
Maharashtra,AMRAVATI,21.1545412,77.6442962
Maharashtra,AURANGABAD,19.877263,75.3390241
Maharashtra,BEED,18.9918442,75.909784
Maharashtra,BHANDARA,21.1225869,79.794509
Maharashtra,BULDHANA,20.562845,76.4086986
Maharashtra,CHANDRAPUR,20.0967555,79.5045475
Maharashtra,DHULE,21.1305215,74.4900614
Maharashtra,GADCHIROLI,19.7590704,80.1622807
Maharashtra,GONDIA,21.455228,80.1962729
Maharashtra,HINGOLI,19.5431163,77.1739432
Maharashtra,JALGAON,20.8428826,75.5261246
Maharashtra,JALNA,19.918833,75.8708599
Maharashtra,KOLHAPUR,16.7028412,74.2405329
Maharashtra,LATUR,18.3553347,76.7548997
Maharashtra,NAGPUR,21.1498134,79.0820556
Maharashtra,NANDED,19.0940088,77.4831922
Maharashtra,NANDURBAR,21.5141622,74.5405513
Maharashtra,NASHIK,20.0112475,73.7902364
Maharashtra,OSMANABAD,18.2822454,76.0588166
Maharashtra,PARBHANI,19.2901981,76.6026443
Maharashtra,PUNE,18.5213738,73.8545071
Maharashtra,RAIGAD,18.4928092,73.138071
Maharashtra,RATNAGIRI,17.2826079,73.4569787
Maharashtra,SANGLI,17.1726928,74.5867654
Maharashtra,SATARA,17.6361288,74.2982781
Maharashtra,SINDHUDURG,16.1357193,73.6522086
Maharashtra,SOLAPUR,17.8499067,75.2763203
Maharashtra,THANE,19.1943294,72.9701779
Maharashtra,WARDHA,20.8256231,78.6131455
Maharashtra,WASHIM,20.2874178,77.2369655
Maharashtra,YAVATMAL,20.0638677,78.3565663
Manipur,BISHNUPUR,24.6267287,93.7600454
Manipur,CHANDEL,24.1700959,94.0059673
Manipur,CHURACHANDPUR,24.3468839,93.6994143
Manipur,IMPHAL EAST,24.8515402,94.0094796
Manipur,IMPHAL WEST,24.757326,93.8584786
Manipur,SENAPATI,25.3933697,94.1505175
Manipur,TAMENGLONG,24.9858596,93.5039967
Manipur,THOUBAL,24.6252503,94.0083522
Manipur,UKHRUL,25.3110738,94.4753775
Meghalaya,EAST GARO HILLS,25.6184946,90.6342162
Meghalaya,EAST JAINTIA HILLS,25.2515761,92.4840501
Meghalaya,EAST KHASI HILLS,25.4023736,91.8317178
Meghalaya,RI BHOI,25.8764026,91.8567574
Meghalaya,SOUTH GARO HILLS,25.347969,90.5657773
Meghalaya,WEST GARO HILLS,25.6063142,90.2113906
Meghalaya,WEST KHASI HILLS,25.5814429,91.0851094
Mizoram,AIZAWL,23.8608788,92.864694
Mizoram,CHAMPHAI,23.5443743,93.3479506
Mizoram,KOLASIB,24.2312934,92.6766233
Mizoram,LAWNGTLAI,22.3913377,92.7397189
Mizoram,LUNGLEI,22.8863179,92.744237
Mizoram,MAMIT,23.7564387,92.4515374
Mizoram,SAIHA,22.488034,92.9813358
Mizoram,SERCHHIP,23.3052514,92.8455123
Nagaland,DIMAPUR,25.9041378,93.7177609
Nagaland,KIPHIRE,25.8113822,94.8494968
Nagaland,KOHIMA,25.6618755,94.1019156
Nagaland,LONGLENG,26.5839315,94.8045481
Nagaland,MOKOKCHUNG,26.4795861,94.5105275
Nagaland,MON,26.666667,95.0
Nagaland,PEREN,25.4502306,93.6001154
Nagaland,PHEK,25.6514473,94.3809788
Nagaland,TUENSANG,26.2342107,94.741553
Nagaland,WOKHA,26.2422509,94.1921153
Nagaland,ZUNHEBOTO,26.0123802,94.5123719
Odisha,ANUGUL,20.8411255,85.0804007
Odisha,BALANGIR,20.6095183,83.1673029
Odisha,BALESHWAR,21.5197916,86.8790638
Odisha,BARGARH,21.2319922,83.5652737
Odisha,BHADRAK,20.9854052,86.5934226
Odisha,BOUDH,20.6407463,83.9969704
Odisha,CUTTACK,20.4686,85.8792
Odisha,DEOGARH,21.5370786,84.7301184
Odisha,DHENKANAL,20.8351494,85.6022305
Odisha,GAJAPATI,19.1966026,84.1930634
Odisha,GANJAM,19.6090067,84.7080633
Odisha,JAGATSINGHAPUR,20.1801473,86.3414874
Odisha,JAJAPUR,20.8277892,86.3798353
Odisha,JHARSUGUDA,21.8019368,83.9713964
Odisha,KALAHANDI,19.8265756,83.0408702
Odisha,KANDHAMAL,20.1306939,84.0790476
Odisha,KENDRAPARA,20.5475164,86.5296168
Odisha,KENDUJHAR,21.5892323,85.6687841
Odisha,KHORDHA,20.0538149,85.5023308
Odisha,KORAPUT,18.7232023,82.6100596
Odisha,MALKANGIRI,18.2744685,81.9520316
Odisha,MAYURBHANJ,21.9156338,86.3961824
Odisha,NABARANGPUR,19.2288319,82.5668344
Odisha,NAYAGARH,20.2393682,85.050728
Odisha,NUAPADA,20.5412657,82.5292352
Odisha,PURI,19.8076083,85.8252538
Odisha,RAYAGADA,19.4426698,83.5873053
Odisha,SAMBALPUR,21.5570606,84.1528515
Odisha,SONEPUR,20.8453864,83.909083
Odisha,SUNDARGARH,22.0605153,83.9359154
Puducherry,KARAIKAL,10.91571,79.8375761
Puducherry,MAHE,11.7021978,75.5364701
Puducherry,PONDICHERRY,11.9340568,79.8306447
Puducherry,YANAM,16.7332235,82.2018118
Punjab,AMRITSAR,31.6356659,74.8787496
Punjab,BARNALA,30.3716802,75.5039887
Punjab,BATHINDA,30.1794813,75.0471098
Punjab,FARIDKOT,30.6014507,74.7950176
Punjab,FATEHGARH SAHIB,30.6634041,76.3803
Punjab,FIROZEPUR,30.93,74.61
Punjab,GURDASPUR,31.9037264,75.2275587
Punjab,HOSHIARPUR,31.6092942,75.8459754
Punjab,JALANDHAR,31.2922311,75.5678878
Punjab,KAPURTHALA,31.3856476,75.3053304
Punjab,LUDHIANA,30.9090157,75.851601
Punjab,MANSA,29.8764133,75.4889564
Punjab,MOGA,30.7877554,75.159359
Punjab,MUKTSAR,30.4692,74.5182
Punjab,NAWANSHAHR,31.1269689,76.1598988
Punjab,PATIALA,30.2092777,76.3397231
Punjab,RUPNAGAR,31.0917102,76.5289701
Punjab,S.A.S NAGAR,30.8823576,75.8697398
Punjab,SANGRUR,30.135717,75.8533326
Punjab,TARN TARAN,31.3212453,74.8416687
Rajasthan,AJMER,26.4691,74.639
Rajasthan,ALWAR,27.4140048,76.6170387
Rajasthan,BANSWARA,23.4915046,74.3502172
Rajasthan,BARAN,24.9208165,76.6821985
Rajasthan,BARMER,25.5814853,71.1924922
Rajasthan,BHARATPUR,27.0246959,77.2920116
Rajasthan,BHILWARA,25.4891177,74.3300726
Rajasthan,BIKANER,28.0159286,73.3171367
Rajasthan,BUNDI,25.4367659,75.7361471
Rajasthan,CHITTORGARH,24.7171578,74.4718129
Rajasthan,CHURU,28.2047781,74.6912996
Rajasthan,DAUSA,26.8048658,76.4437457
Rajasthan,DHOLPUR,26.7010642,77.896749
Rajasthan,DUNGARPUR,23.8538893,73.7087177
Rajasthan,GANGANAGAR,29.9049489,73.8792934
Rajasthan,HANUMANGARH,29.3659533,74.298429
Rajasthan,JAIPUR,26.9154576,75.8189817
Rajasthan,JAISALMER,26.9116615,70.9124888
Rajasthan,JALORE,25.2718629,72.4388121
Rajasthan,JHALAWAR,24.3132368,76.5221078
Rajasthan,JHUNJHUNU,28.0810679,75.3792478
Rajasthan,JODHPUR,26.2967719,73.0351433
Rajasthan,KARAULI,26.4530971,77.0160461
Rajasthan,KOTA,25.1737019,75.8574194
Rajasthan,NAGAUR,26.9873443,73.7389011
Rajasthan,PALI,25.455221,73.419389
Rajasthan,PRATAPGARH,24.0232221,74.6250275
Rajasthan,RAJSAMAND,25.2892459,73.8241077
Rajasthan,SAWAI MADHOPUR,26.1137182,76.4240637
Rajasthan,SIKAR,27.6625058,75.0279905
Rajasthan,SIROHI,24.8114047,72.8300257
Rajasthan,TONK,26.122266,75.8238631
Rajasthan,UDAIPUR,24.578721,73.6862571
Sikkim,EAST DISTRICT,27.3338349,88.614658
Sikkim,NORTH DISTRICT,27.666667,88.5
Sikkim,SOUTH DISTRICT,27.333333,88.416667
Sikkim,WEST DISTRICT,27.3,88.15
Tamil Nadu,ARIYALUR,11.1530559,79.2585797
Tamil Nadu,COIMBATORE,11.0018115,76.9628425
Tamil Nadu,CUDDALORE,11.520207,79.3396356
Tamil Nadu,DHARMAPURI,12.145613,78.1132217
Tamil Nadu,DINDIGUL,10.4256896,77.815664
Tamil Nadu,ERODE,11.4905281,77.3505274
Tamil Nadu,KANCHIPURAM,12.9647163,79.9839686
Tamil Nadu,KANNIYAKUMARI,8.3279814,77.3541173
Tamil Nadu,KARUR,10.8217671,78.3828654
Tamil Nadu,KRISHNAGIRI,12.5152075,78.0093769
Tamil Nadu,MADURAI,9.9261153,78.1140983
Tamil Nadu,NAGAPATTINAM,10.6026202,79.7619348
Tamil Nadu,NAMAKKAL,11.3033889,78.118604
Tamil Nadu,PERAMBALUR,11.2902641,78.9300404
Tamil Nadu,PUDUKKOTTAI,10.2903072,78.8173617
Tamil Nadu,RAMANATHAPURAM,9.5205576,78.5184635
Tamil Nadu,SALEM,11.6469616,78.2106958
Tamil Nadu,SIVAGANGA,9.8486881,78.4870461
Tamil Nadu,THANJAVUR,10.659037,79.2014278
Tamil Nadu,THE NILGIRIS,11.4,76.7
Tamil Nadu,THENI,9.8692558,77.4222974
Tamil Nadu,THIRUVALLUR,13.2537619,80.0562572
Tamil Nadu,THIRUVARUR,10.6878621,79.4979437
Tamil Nadu,TIRUCHIRAPPALLI,10.804973,78.6870296
Tamil Nadu,TIRUNELVELI,8.7284271,77.7112925
Tamil Nadu,TIRUPPUR,10.7915267,77.5325466
Tamil Nadu,TIRUVANNAMALAI,12.4289282,78.99915
Tamil Nadu,TUTICORIN,8.8052602,78.1452745
Tamil Nadu,VELLORE,12.9021849,79.061104
Tamil Nadu,VILLUPURAM,11.9398285,79.4945645
Tamil Nadu,VIRUDHUNAGAR,9.4926289,77.8631831
Telangana ,ADILABAD,19.6759452,78.5339895
Telangana ,KARIMNAGAR,18.4348122,79.1328042
Telangana ,KHAMMAM,17.2465351,80.1500326
Telangana ,MAHBUBNAGAR,16.7434538,77.9923191
Telangana ,MEDAK,17.9375095,78.211745
Telangana ,NALGONDA,16.8579636,79.2174935
Telangana ,NIZAMABAD,18.6732693,78.0978477
Telangana ,RANGAREDDI,17.3,78.4
Telangana ,WARANGAL,17.9820644,79.5970954
Tripura,DHALAI,23.8253158,91.9732227
Tripura,NORTH TRIPURA,24.0921476,92.2451214
Tripura,SOUTH TRIPURA,23.1708278,91.638817
Tripura,WEST TRIPURA,23.9153328,91.3879341
Uttar Pradesh,AGRA,27.1752554,78.0098161
Uttar Pradesh,ALIGARH,27.8761073,78.1358153
Uttar Pradesh,ALLAHABAD,25.4381302,81.8338005
Uttar Pradesh,AMBEDKAR NAGAR,26.4045941,82.6065154
Uttar Pradesh,AMETHI,26.346274,81.6252039
Uttar Pradesh,AMROHA,28.7952632,78.3436244
Uttar Pradesh,AURAIYA,26.6558215,79.5160757
Uttar Pradesh,AZAMGARH,26.023639,83.0293105
Uttar Pradesh,BAGHPAT,29.0374779,77.3062737
Uttar Pradesh,BAHRAICH,27.7343823,81.47654
Uttar Pradesh,BALLIA,25.8749594,84.1210329
Uttar Pradesh,BALRAMPUR,27.4476988,82.3956245
Uttar Pradesh,BANDA,25.4438537,80.5595237
Uttar Pradesh,BARABANKI,26.9421406,81.3856087
Uttar Pradesh,BAREILLY,28.4582344,79.4047452
Uttar Pradesh,BASTI,26.8387083,82.5350919
Uttar Pradesh,BIJNOR,29.4074203,78.4821406
Uttar Pradesh,BUDAUN,28.0367001,79.1234
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805
Uttar Pradesh,CHANDAULI,25.125695,83.2494601
Uttar Pradesh,CHITRAKOOT,25.2171389,81.1045927
Uttar Pradesh,DEORIA,26.4239911,83.7638578
Uttar Pradesh,ETAH,27.5550357,78.5992221
Uttar Pradesh,ETAWAH,26.7155629,79.0917098
Uttar Pradesh,FAIZABAD,26.7807986,82.1486589
Uttar Pradesh,FARRUKHABAD,27.4362002,79.4894778
Uttar Pradesh,FATEHPUR,25.8348023,80.9154547
Uttar Pradesh,FIROZABAD,27.1941954,78.4604956
Uttar Pradesh,GAUTAM BUDDHA NAGAR,28.3687159,77.5970121
Uttar Pradesh,GHAZIABAD,28.7749966,77.4586967
Uttar Pradesh,GHAZIPUR,25.6034862,83.5075888
Uttar Pradesh,GONDA,27.1103723,81.9238906
Uttar Pradesh,GORAKHPUR,26.6677977,83.3642334
Uttar Pradesh,HAMIRPUR,25.75,80.0
Uttar Pradesh,HARDOI,27.3369978,80.0998232
Uttar Pradesh,HATHRAS,27.5724324,78.1116209
Uttar Pradesh,JALAUN,26.1048633,79.3919136
Uttar Pradesh,JAUNPUR,25.7967065,82.4888992
Uttar Pradesh,JHANSI,25.529855,78.6527802
Uttar Pradesh,KANNAUJ,26.9986675,79.6927946
Uttar Pradesh,KANPUR DEHAT,26.4585639,79.8548052
Uttar Pradesh,KANPUR NAGAR,26.4410107,80.2652803
Uttar Pradesh,KASGANJ,27.7888527,78.8229701
Uttar Pradesh,KAUSHAMBI,25.5342456,81.4493567
Uttar Pradesh,KHERI,28.116667,80.716667
Uttar Pradesh,KUSHI NAGAR,26.74,83.89
Uttar Pradesh,LALITPUR,24.6999688,78.51862
Uttar Pradesh,LUCKNOW,26.8381,80.9346001
Uttar Pradesh,MAHARAJGANJ,27.0936024,83.5660681
Uttar Pradesh,MAHOBA,25.3615938,79.706011
Uttar Pradesh,MAINPURI,27.2093072,79.0625369
Uttar Pradesh,MATHURA,27.4955539,77.6855554
Uttar Pradesh,MAU,26.0390904,83.4985846
Uttar Pradesh,MEERUT,29.0018557,77.7679671
Uttar Pradesh,MIRZAPUR,24.9316896,82.6280163
Uttar Pradesh,MORADABAD,28.8796553,78.8095335
Uttar Pradesh,MUZAFFARNAGAR,29.4496978,77.7429333
Uttar Pradesh,PILIBHIT,28.4947158,80.1076122
Uttar Pradesh,PRATAPGARH,25.75,81.75
Uttar Pradesh,RAE BARELI,26.25,81.25
Uttar Pradesh,RAMPUR,28.7934728,79.1845806
Uttar Pradesh,SAHARANPUR,29.9856799,77.5040646
Uttar Pradesh,SANT KABEER NAGAR,26.78,83.07
Uttar Pradesh,SANT RAVIDAS NAGAR,25.3574077,82.5002953
Uttar Pradesh,SHAHJAHANPUR,27.9128583,79.7476254
Uttar Pradesh,SHRAVASTI,27.5083429,82.0263569
Uttar Pradesh,SIDDHARTH NAGAR,27.2752892,83.0675485
Uttar Pradesh,SITAPUR,27.5026747,80.8335139
Uttar Pradesh,SONBHADRA,24.4148159,83.0637517
Uttar Pradesh,SULTANPUR,26.2604732,82.2380532
Uttar Pradesh,UNNAO,26.5673264,80.6198193
Uttar Pradesh,VARANASI,25.3356491,83.0076292
Uttarakhand,ALMORA,29.7026509,79.4326318
Uttarakhand,BAGESHWAR,30.0087902,79.9280183
Uttarakhand,CHAMOLI,30.4985956,79.6190537
Uttarakhand,CHAMPAWAT,29.235032,80.1023068
Uttarakhand,DEHRADUN,30.3255646,78.0436813
Uttarakhand,HARIDWAR,29.9384473,78.1452985
Uttarakhand,NAINITAL,29.3905295,79.460869
Uttarakhand,PAURI GARHWAL,29.8473168,78.7070479
Uttarakhand,PITHORAGARH,29.585871,80.215167
Uttarakhand,RUDRA PRAYAG,30.28,78.98
Uttarakhand,TEHRI GARHWAL,30.4658181,78.4837349
Uttarakhand,UDAM SINGH NAGAR,29.0,79.4
Uttarakhand,UTTAR KASHI,30.73,78.45
West Bengal,24 PARAGANAS NORTH,22.65,88.45
West Bengal,24 PARAGANAS SOUTH,22.18,88.43
West Bengal,BANKURA,23.132377,87.2081925
West Bengal,BARDHAMAN,23.2495714,87.8681751
West Bengal,BIRBHUM,24.0621532,87.6982823
West Bengal,COOCHBEHAR,26.340623,89.4812163
West Bengal,DARJEELING,27.0377554,88.263176
West Bengal,DINAJPUR DAKSHIN,25.385807,88.5063362
West Bengal,DINAJPUR UTTAR,25.8721428,87.961986
West Bengal,HOOGHLY,22.9099402,88.0120825
West Bengal,HOWRAH,22.5736296,88.3251045
West Bengal,JALPAIGURI,26.6262804,88.7334485
West Bengal,MALDAH,25.0977097,88.1261713
West Bengal,MEDINIPUR EAST,22.2905507,87.9158659
West Bengal,MEDINIPUR WEST,22.2788943,87.9222786
West Bengal,MURSHIDABAD,24.1745993,88.2721335
West Bengal,NADIA,23.4847374,88.5567067
West Bengal,PURULIA,23.2020967,86.3228988
